Verdict,User,Merchant,Category,Pattern_Detected,AI_Confidence,AI_Reason,Start_Date,Last_Txn
Safe,user_7903,TravelEasy,Transport,None,Safety Score: 99.8%,Safe (Confidence 0.2%).,2023-10-22,2024-09-23
Safe,user_7903,TrendSetter,Shopping,None,Safety Score: 99.4%,Safe (Confidence 0.6%).,2024-06-27,2024-06-27
Safe,user_7903,BingeWatch,Entertainment,None,Safety Score: 99.6%,Safe (Confidence 0.4%).,2023-09-03,2024-06-17
Safe,user_7798,TravelEasy,Transport,None,Safety Score: 99.8%,Safe (Confidence 0.2%).,2023-08-28,2024-10-15
Safe,user_7798,ReadAddict,Shopping,None,Safety Score: 100.0%,Safe (Confidence 0.0%).,2023-10-07,2024-12-06
Safe,user_7798,QuickBite,Dining,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2023-07-19,2023-12-31
Safe,user_7627,JavaJoint,Dining,None,Safety Score: 99.1%,Safe (Confidence 0.9%).,2023-10-11,2024-01-17
Safe,user_7627,QuickBite,Dining,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2023-09-06,2024-12-17
Safe,user_7627,ReadAddict,Shopping,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2024-09-01,2024-12-12
Safe,user_7627,TravelEasy,Transport,None,Safety Score: 100.0%,Safe (Confidence 0.0%).,2023-07-24,2024-05-13
Safe,user_7627,TrendSetter,Shopping,None,Safety Score: 99.8%,Safe (Confidence 0.2%).,2023-09-13,2023-12-09
Safe,user_7627,UrbanElectric,Utilities,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2023-10-12,2024-11-24
Safe,user_7702,BingeWatch,Entertainment,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2023-07-22,2024-12-01
Safe,user_7702,CellConnect,Utilities,None,Safety Score: 100.0%,Safe (Confidence 0.0%).,2023-07-21,2024-12-25
Safe,user_7702,CityRail,Transport,None,Safety Score: 100.0%,Safe (Confidence 0.0%).,2023-08-05,2024-12-27
Safe,user_7702,FitPhysique,Health,None,Safety Score: 99.7%,Safe (Confidence 0.3%).,2023-09-27,2024-11-10
Safe,user_7702,FreshFoods,Groceries,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2023-07-31,2024-11-21
Safe,user_7702,GadgetDepot,Electronics,None,Safety Score: 99.8%,Safe (Confidence 0.2%).,2023-07-21,2024-11-01
Safe,user_7702,JavaJoint,Dining,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2023-09-16,2024-12-28
Safe,user_7702,QuickBite,Dining,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2023-10-10,2024-12-14
Safe,user_7702,ReadAddict,Shopping,None,Safety Score: 100.0%,Safe (Confidence 0.0%).,2023-11-06,2024-12-06
Safe,user_7702,TravelEasy,Transport,None,Safety Score: 100.0%,Safe (Confidence 0.0%).,2023-07-11,2024-12-19
Safe,user_7702,TrendSetter,Shopping,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2023-08-28,2024-05-09
Safe,user_7702,UrbanElectric,Utilities,None,Safety Score: 100.0%,Safe (Confidence 0.0%).,2023-07-05,2024-11-08
Safe,user_7798,BingeWatch,Entertainment,None,Safety Score: 98.7%,Safe (Confidence 1.3%).,2023-12-19,2024-11-13
Safe,user_7798,CellConnect,Utilities,None,Safety Score: 100.0%,Safe (Confidence 0.0%).,2023-08-21,2024-11-11
Safe,user_7798,CityRail,Transport,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2023-08-10,2023-12-05
Safe,user_7798,FitPhysique,Health,None,Safety Score: 99.7%,Safe (Confidence 0.3%).,2023-09-04,2024-08-21
Safe,user_7798,FreshFoods,Groceries,None,Safety Score: 100.0%,Safe (Confidence 0.0%).,2023-08-18,2024-11-19
Safe,user_7798,GadgetDepot,Electronics,None,Safety Score: 100.0%,Safe (Confidence 0.0%).,2023-12-30,2024-05-06
Safe,user_7798,JavaJoint,Dining,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2023-10-05,2024-12-28
Safe,user_7903,UrbanElectric,Utilities,None,Safety Score: 100.0%,Safe (Confidence 0.0%).,2023-08-05,2024-09-01
Safe,user_7962,BingeWatch,Entertainment,None,Safety Score: 99.8%,Safe (Confidence 0.2%).,2023-07-15,2024-07-29
Safe,user_7962,CellConnect,Utilities,None,Safety Score: 100.0%,Safe (Confidence 0.0%).,2023-09-24,2024-10-09
Safe,user_7962,CityRail,Transport,None,Safety Score: 99.8%,Safe (Confidence 0.2%).,2024-10-06,2024-10-06
Safe,user_8197,TravelEasy,Transport,None,Safety Score: 99.8%,Safe (Confidence 0.2%).,2023-08-02,2024-07-15
Safe,user_8197,TrendSetter,Shopping,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2023-08-18,2024-01-01
Safe,user_8197,UrbanElectric,Utilities,None,Safety Score: 100.0%,Safe (Confidence 0.0%).,2023-08-09,2024-12-27
Safe,user_8198,BingeWatch,Entertainment,None,Safety Score: 99.7%,Safe (Confidence 0.3%).,2023-07-04,2024-08-31
Safe,user_8198,CellConnect,Utilities,None,Safety Score: 100.0%,Safe (Confidence 0.0%).,2023-10-06,2024-10-18
Safe,user_8198,CityRail,Transport,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2023-09-23,2024-12-25
Safe,user_8198,FitPhysique,Health,None,Safety Score: 99.7%,Safe (Confidence 0.3%).,2023-08-28,2024-12-11
Safe,user_8198,FreshFoods,Groceries,None,Safety Score: 100.0%,Safe (Confidence 0.0%).,2023-08-07,2024-05-08
Safe,user_8198,GadgetDepot,Electronics,None,Safety Score: 100.0%,Safe (Confidence 0.0%).,2024-05-25,2024-12-17
Safe,user_8198,JavaJoint,Dining,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2023-07-04,2024-07-03
Safe,user_8198,QuickBite,Dining,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2023-07-03,2024-12-28
Safe,user_8198,ReadAddict,Shopping,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2023-07-19,2024-12-13
Safe,user_8198,TravelEasy,Transport,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2023-08-09,2024-10-10
Safe,user_8198,TrendSetter,Shopping,None,Safety Score: 100.0%,Safe (Confidence 0.0%).,2023-08-23,2024-11-20
Safe,user_8198,UrbanElectric,Utilities,None,Safety Score: 100.0%,Safe (Confidence 0.0%).,2023-09-12,2024-12-29
Safe,user_8204,BingeWatch,Entertainment,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2023-07-10,2024-02-15
Safe,user_8204,CellConnect,Utilities,None,Safety Score: 100.0%,Safe (Confidence 0.0%).,2023-10-15,2024-07-05
Safe,user_8204,CityRail,Transport,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2024-11-25,2024-12-11
Safe,user_8204,FreshFoods,Groceries,None,Safety Score: 100.0%,Safe (Confidence 0.0%).,2023-11-21,2024-10-26
Safe,user_8204,GadgetDepot,Electronics,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2023-07-08,2024-10-30
Safe,user_8204,JavaJoint,Dining,None,Safety Score: 99.6%,Safe (Confidence 0.4%).,2023-07-23,2024-07-05
Safe,user_8204,QuickBite,Dining,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2023-07-03,2024-10-31
Safe,user_8204,ReadAddict,Shopping,None,Safety Score: 99.8%,Safe (Confidence 0.2%).,2024-03-06,2024-11-15
Safe,user_8204,TravelEasy,Transport,None,Safety Score: 100.0%,Safe (Confidence 0.0%).,2023-12-29,2024-03-04
Safe,user_8204,TrendSetter,Shopping,None,Safety Score: 100.0%,Safe (Confidence 0.0%).,2023-07-29,2024-03-17
Safe,user_8197,ReadAddict,Shopping,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2024-10-24,2024-12-14
Safe,user_8664,TravelEasy,Transport,None,Safety Score: 100.0%,Safe (Confidence 0.0%).,2023-07-24,2024-12-29
Safe,user_8197,QuickBite,Dining,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2024-08-16,2024-12-22
Safe,user_8197,GadgetDepot,Electronics,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2024-01-13,2024-04-03
Safe,user_7962,FreshFoods,Groceries,None,Safety Score: 99.8%,Safe (Confidence 0.2%).,2024-01-13,2024-08-06
Safe,user_7962,GadgetDepot,Electronics,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2023-08-07,2024-06-30
Safe,user_7962,JavaJoint,Dining,None,Safety Score: 99.8%,Safe (Confidence 0.2%).,2023-07-17,2024-09-28
Safe,user_7962,QuickBite,Dining,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2023-09-15,2024-11-03
Safe,user_7962,ReadAddict,Shopping,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2023-10-08,2024-08-04
Safe,user_7962,TravelEasy,Transport,None,Safety Score: 100.0%,Safe (Confidence 0.0%).,2023-07-14,2024-11-25
Safe,user_7962,TrendSetter,Shopping,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2024-01-09,2024-11-08
Safe,user_7962,UrbanElectric,Utilities,None,Safety Score: 100.0%,Safe (Confidence 0.0%).,2023-08-19,2024-08-30
Safe,user_8101,BingeWatch,Entertainment,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2023-07-06,2024-12-29
Safe,user_8101,CellConnect,Utilities,None,Safety Score: 100.0%,Safe (Confidence 0.0%).,2023-11-10,2024-11-09
Safe,user_8101,CityRail,Transport,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2023-07-24,2024-07-09
Safe,user_8101,FitPhysique,Health,None,Safety Score: 99.7%,Safe (Confidence 0.3%).,2023-07-02,2024-10-08
Safe,user_8101,FreshFoods,Groceries,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2023-08-30,2024-12-14
Safe,user_8101,GadgetDepot,Electronics,None,Safety Score: 99.6%,Safe (Confidence 0.4%).,2023-10-14,2024-11-09
Safe,user_8101,JavaJoint,Dining,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2023-08-07,2024-12-27
Safe,user_8101,QuickBite,Dining,None,Safety Score: 99.4%,Safe (Confidence 0.6%).,2023-09-01,2024-11-26
Safe,user_8101,ReadAddict,Shopping,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2023-08-13,2024-10-26
Safe,user_8101,TravelEasy,Transport,None,Safety Score: 99.8%,Safe (Confidence 0.2%).,2023-09-22,2024-12-20
Safe,user_8101,TrendSetter,Shopping,None,Safety Score: 100.0%,Safe (Confidence 0.0%).,2023-11-06,2024-12-13
Safe,user_8101,UrbanElectric,Utilities,None,Safety Score: 100.0%,Safe (Confidence 0.0%).,2023-09-11,2024-11-02
Safe,user_8197,BingeWatch,Entertainment,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2023-08-16,2024-12-07
Safe,user_8197,CellConnect,Utilities,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2023-10-08,2024-10-13
Safe,user_8197,CityRail,Transport,None,Safety Score: 99.6%,Safe (Confidence 0.4%).,2023-08-07,2024-04-27
Safe,user_8197,FitPhysique,Health,None,Safety Score: 99.7%,Safe (Confidence 0.3%).,2023-12-16,2024-06-24
Safe,user_8197,FreshFoods,Groceries,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2023-08-11,2024-11-29
Safe,user_8197,JavaJoint,Dining,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2024-03-10,2024-12-27
Safe,user_5302,GadgetDepot,Electronics,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2023-07-27,2024-10-16
Safe,user_5236,CityRail,Transport,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2023-10-18,2024-01-24
Safe,user_5302,FitPhysique,Health,None,Safety Score: 99.7%,Safe (Confidence 0.3%).,2023-11-10,2024-12-20
Safe,user_2462,CityRail,Transport,None,Safety Score: 99.6%,Safe (Confidence 0.4%).,2023-07-06,2024-12-19
Safe,user_2462,FitPhysique,Health,None,Safety Score: 99.2%,Safe (Confidence 0.8%).,2023-08-13,2024-12-29
Safe,user_2462,FreshFoods,Groceries,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2023-07-19,2024-10-03
Safe,user_2462,GadgetDepot,Electronics,None,Safety Score: 99.8%,Safe (Confidence 0.2%).,2023-07-13,2024-08-09
Safe,user_2462,JavaJoint,Dining,None,Safety Score: 99.7%,Safe (Confidence 0.3%).,2023-09-21,2024-12-03
Safe,user_2462,QuickBite,Dining,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2023-07-27,2024-11-03
Safe,user_2462,ReadAddict,Shopping,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2023-07-30,2024-12-28
Safe,user_2462,TravelEasy,Transport,None,Safety Score: 100.0%,Safe (Confidence 0.0%).,2023-07-30,2024-11-18
Safe,user_2462,TrendSetter,Shopping,None,Safety Score: 100.0%,Safe (Confidence 0.0%).,2023-09-24,2024-11-17
Safe,user_2462,UrbanElectric,Utilities,None,Safety Score: 100.0%,Safe (Confidence 0.0%).,2023-11-09,2024-09-07
Safe,user_2481,BingeWatch,Entertainment,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2023-09-06,2024-09-25
Safe,user_2462,CellConnect,Utilities,None,Safety Score: 100.0%,Safe (Confidence 0.0%).,2023-07-08,2024-07-15
Safe,user_2481,CellConnect,Utilities,None,Safety Score: 100.0%,Safe (Confidence 0.0%).,2023-09-03,2024-06-11
Safe,user_2481,FreshFoods,Groceries,None,Safety Score: 100.0%,Safe (Confidence 0.0%).,2023-11-17,2024-05-12
Safe,user_2481,GadgetDepot,Electronics,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2023-09-21,2024-12-01
Safe,user_2481,JavaJoint,Dining,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2023-08-02,2024-11-28
Safe,user_2481,QuickBite,Dining,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2023-09-27,2024-10-28
Safe,user_2481,ReadAddict,Shopping,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2023-08-11,2024-12-10
Safe,user_2481,TravelEasy,Transport,None,Safety Score: 100.0%,Safe (Confidence 0.0%).,2023-09-12,2024-10-11
Safe,user_2481,TrendSetter,Shopping,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2023-08-17,2024-11-23
Safe,user_2481,UrbanElectric,Utilities,None,Safety Score: 100.0%,Safe (Confidence 0.0%).,2023-07-26,2024-08-10
Safe,user_2527,BingeWatch,Entertainment,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2023-07-20,2024-12-06
Safe,user_2527,CellConnect,Utilities,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2023-08-06,2024-12-12
Safe,user_2527,CityRail,Transport,None,Safety Score: 100.0%,Safe (Confidence 0.0%).,2023-09-27,2024-12-27
Safe,user_2481,CityRail,Transport,None,Safety Score: 99.6%,Safe (Confidence 0.4%).,2023-09-06,2024-12-19
Safe,user_2462,BingeWatch,Entertainment,None,Safety Score: 99.6%,Safe (Confidence 0.4%).,2023-11-24,2024-12-20
Safe,user_2413,UrbanElectric,Utilities,None,Safety Score: 100.0%,Safe (Confidence 0.0%).,2023-08-14,2024-02-02
Safe,user_2413,TrendSetter,Shopping,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2023-09-07,2024-09-12
Safe,user_2317,ReadAddict,Shopping,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2024-01-01,2024-11-19
Safe,user_2317,TravelEasy,Transport,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2023-09-01,2023-10-03
Safe,user_2317,TrendSetter,Shopping,None,Safety Score: 95.7%,Safe (Confidence 4.3%).,2023-08-05,2024-10-04
Safe,user_2317,UrbanElectric,Utilities,None,Safety Score: 100.0%,Safe (Confidence 0.0%).,2023-09-01,2023-09-15
Safe,user_2339,BingeWatch,Entertainment,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2024-01-01,2024-10-16
Safe,user_2339,CellConnect,Utilities,None,Safety Score: 100.0%,Safe (Confidence 0.0%).,2023-08-05,2024-10-07
Safe,user_2339,CityRail,Transport,None,Safety Score: 99.8%,Safe (Confidence 0.2%).,2023-09-04,2024-10-21
Safe,user_2339,FitPhysique,Health,None,Safety Score: 99.7%,Safe (Confidence 0.3%).,2023-07-03,2024-07-23
Safe,user_2339,FreshFoods,Groceries,None,Safety Score: 100.0%,Safe (Confidence 0.0%).,2023-07-25,2024-11-02
Safe,user_2339,GadgetDepot,Electronics,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2023-08-12,2024-09-12
Safe,user_2339,JavaJoint,Dining,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2023-07-22,2024-12-16
Safe,user_2339,QuickBite,Dining,None,Safety Score: 100.0%,Safe (Confidence 0.0%).,2023-12-30,2024-12-21
Safe,user_2339,ReadAddict,Shopping,None,Safety Score: 98.0%,Safe (Confidence 2.0%).,2023-10-12,2024-11-20
Safe,user_2339,TravelEasy,Transport,None,Safety Score: 100.0%,Safe (Confidence 0.0%).,2024-06-07,2024-06-17
Safe,user_2339,TrendSetter,Shopping,None,Safety Score: 100.0%,Safe (Confidence 0.0%).,2023-08-07,2024-09-06
Safe,user_2339,UrbanElectric,Utilities,None,Safety Score: 99.5%,Safe (Confidence 0.5%).,2023-07-30,2024-12-21
Safe,user_2413,CellConnect,Utilities,None,Safety Score: 99.7%,Safe (Confidence 0.3%).,2024-09-08,2024-10-03
Safe,user_2413,CityRail,Transport,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2023-08-08,2024-06-07
Safe,user_2413,FitPhysique,Health,None,Safety Score: 99.7%,Safe (Confidence 0.3%).,2024-01-30,2024-11-26
Safe,user_2413,FreshFoods,Groceries,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2023-10-29,2023-12-06
Safe,user_2413,GadgetDepot,Electronics,None,Safety Score: 100.0%,Safe (Confidence 0.0%).,2023-10-26,2024-04-19
Safe,user_2413,JavaJoint,Dining,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2023-09-17,2024-11-16
Safe,user_2413,QuickBite,Dining,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2023-09-22,2024-03-29
Safe,user_2413,ReadAddict,Shopping,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2023-08-01,2024-12-18
Safe,user_2413,TravelEasy,Transport,None,Safety Score: 100.0%,Safe (Confidence 0.0%).,2023-12-11,2024-09-17
Safe,user_2527,FitPhysique,Health,None,Safety Score: 98.4%,Safe (Confidence 1.6%).,2023-08-15,2024-11-25
Safe,user_2317,QuickBite,Dining,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2023-08-24,2024-09-20
Safe,user_2527,FreshFoods,Groceries,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2023-07-13,2024-11-08
Safe,user_2527,JavaJoint,Dining,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2023-11-08,2024-12-10
Safe,user_2564,CityRail,Transport,None,Safety Score: 99.7%,Safe (Confidence 0.3%).,2023-07-08,2024-11-02
Safe,user_2564,FreshFoods,Groceries,None,Safety Score: 100.0%,Safe (Confidence 0.0%).,2023-11-10,2024-12-05
Safe,user_2564,GadgetDepot,Electronics,None,Safety Score: 100.0%,Safe (Confidence 0.0%).,2023-10-21,2024-11-18
Safe,user_2564,JavaJoint,Dining,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2023-09-26,2024-08-13
Safe,user_2564,QuickBite,Dining,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2023-10-31,2024-11-05
Safe,user_2564,ReadAddict,Shopping,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2023-07-20,2024-12-01
Safe,user_2564,TravelEasy,Transport,None,Safety Score: 100.0%,Safe (Confidence 0.0%).,2023-07-11,2024-09-02
Safe,user_2564,TrendSetter,Shopping,None,Safety Score: 100.0%,Safe (Confidence 0.0%).,2023-07-03,2024-12-10
Safe,user_2564,UrbanElectric,Utilities,None,Safety Score: 100.0%,Safe (Confidence 0.0%).,2023-08-06,2024-11-13
Safe,user_2612,BingeWatch,Entertainment,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2023-11-14,2024-10-23
Safe,user_2612,CellConnect,Utilities,None,Safety Score: 100.0%,Safe (Confidence 0.0%).,2023-07-16,2023-09-16
Safe,user_2564,BingeWatch,Entertainment,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2023-07-23,2024-10-19
Safe,user_2612,CityRail,Transport,None,Safety Score: 100.0%,Safe (Confidence 0.0%).,2023-11-22,2024-02-25
Safe,user_2612,FreshFoods,Groceries,None,Safety Score: 99.8%,Safe (Confidence 0.2%).,2023-09-15,2024-08-02
Safe,user_2612,GadgetDepot,Electronics,None,Safety Score: 99.5%,Safe (Confidence 0.5%).,2023-12-22,2024-08-08
Safe,user_2612,JavaJoint,Dining,None,Safety Score: 99.8%,Safe (Confidence 0.2%).,2023-07-19,2024-11-24
Safe,user_2612,QuickBite,Dining,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2024-04-04,2024-10-08
Safe,user_2612,ReadAddict,Shopping,None,Safety Score: 100.0%,Safe (Confidence 0.0%).,2023-09-29,2024-12-15
Safe,user_2612,TravelEasy,Transport,None,Safety Score: 100.0%,Safe (Confidence 0.0%).,2023-08-19,2024-08-23
Safe,user_2612,TrendSetter,Shopping,None,Safety Score: 99.8%,Safe (Confidence 0.2%).,2023-11-16,2024-11-25
Safe,user_2612,UrbanElectric,Utilities,None,Safety Score: 99.8%,Safe (Confidence 0.2%).,2023-08-19,2024-08-30
Safe,user_2627,CellConnect,Utilities,None,Safety Score: 100.0%,Safe (Confidence 0.0%).,2023-08-01,2024-12-27
Safe,user_2627,CityRail,Transport,None,Safety Score: 100.0%,Safe (Confidence 0.0%).,2023-09-28,2024-04-05
Safe,user_2627,FitPhysique,Health,None,Safety Score: 99.7%,Safe (Confidence 0.3%).,2023-07-14,2024-11-03
Safe,user_2612,FitPhysique,Health,None,Safety Score: 99.7%,Safe (Confidence 0.3%).,2023-12-03,2024-04-16
Safe,user_2552,UrbanElectric,Utilities,None,Safety Score: 100.0%,Safe (Confidence 0.0%).,2023-08-09,2024-11-24
Safe,user_2552,TrendSetter,Shopping,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2023-08-02,2024-09-19
Safe,user_2552,TravelEasy,Transport,None,Safety Score: 100.0%,Safe (Confidence 0.0%).,2023-10-26,2024-12-24
Safe,user_2527,QuickBite,Dining,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2023-07-04,2024-09-03
Safe,user_2527,ReadAddict,Shopping,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2023-07-25,2024-11-14
Safe,user_2527,TravelEasy,Transport,None,Safety Score: 100.0%,Safe (Confidence 0.0%).,2023-10-09,2024-11-10
Safe,user_2527,TrendSetter,Shopping,None,Safety Score: 100.0%,Safe (Confidence 0.0%).,2023-07-01,2024-12-28
Safe,user_2527,UrbanElectric,Utilities,None,Safety Score: 99.7%,Safe (Confidence 0.3%).,2023-09-09,2024-11-28
Safe,user_2548,BingeWatch,Entertainment,None,Safety Score: 98.9%,Safe (Confidence 1.1%).,2023-07-10,2024-04-16
Safe,user_2548,CellConnect,Utilities,None,Safety Score: 100.0%,Safe (Confidence 0.0%).,2023-09-29,2024-11-08
Safe,user_2548,CityRail,Transport,None,Safety Score: 98.6%,Safe (Confidence 1.4%).,2023-08-26,2024-11-15
Safe,user_2548,FitPhysique,Health,None,Safety Score: 99.7%,Safe (Confidence 0.3%).,2023-10-29,2024-12-27
Safe,user_2548,FreshFoods,Groceries,None,Safety Score: 99.8%,Safe (Confidence 0.2%).,2023-07-04,2024-08-06
Safe,user_2548,GadgetDepot,Electronics,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2023-07-15,2024-12-20
Safe,user_2548,JavaJoint,Dining,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2023-11-21,2024-07-26
Safe,user_2548,QuickBite,Dining,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2023-09-10,2024-12-06
Safe,user_2548,ReadAddict,Shopping,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2023-08-03,2024-12-01
Safe,user_2548,TravelEasy,Transport,None,Safety Score: 100.0%,Safe (Confidence 0.0%).,2023-07-19,2024-11-03
Safe,user_2548,TrendSetter,Shopping,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2023-08-11,2024-12-27
Safe,user_2548,UrbanElectric,Utilities,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2024-06-17,2024-12-26
Safe,user_2552,CellConnect,Utilities,None,Safety Score: 100.0%,Safe (Confidence 0.0%).,2023-07-10,2024-11-25
Safe,user_2552,CityRail,Transport,None,Safety Score: 98.5%,Safe (Confidence 1.5%).,2023-12-13,2024-05-07
Safe,user_2552,FitPhysique,Health,None,Safety Score: 99.7%,Safe (Confidence 0.3%).,2023-07-29,2024-11-13
Safe,user_2552,FreshFoods,Groceries,None,Safety Score: 100.0%,Safe (Confidence 0.0%).,2024-02-21,2024-12-27
Safe,user_2552,GadgetDepot,Electronics,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2023-07-03,2024-11-06
Safe,user_2552,JavaJoint,Dining,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2023-08-08,2024-11-21
Safe,user_2552,QuickBite,Dining,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2023-07-12,2024-12-25
Safe,user_2552,ReadAddict,Shopping,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2024-07-19,2024-12-13
Safe,user_2527,GadgetDepot,Electronics,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2023-11-01,2024-10-18
Safe,user_2317,JavaJoint,Dining,None,Safety Score: 99.6%,Safe (Confidence 0.4%).,2023-09-07,2024-06-11
Safe,user_2317,GadgetDepot,Electronics,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2023-12-28,2024-12-28
Safe,user_2317,FreshFoods,Groceries,None,Safety Score: 99.8%,Safe (Confidence 0.2%).,2023-07-10,2023-07-10
Safe,user_2148,FitPhysique,Health,None,Safety Score: 99.8%,Safe (Confidence 0.2%).,2023-08-18,2024-10-15
Safe,user_2148,FreshFoods,Groceries,None,Safety Score: 99.5%,Safe (Confidence 0.5%).,2023-08-27,2024-09-20
Safe,user_2148,GadgetDepot,Electronics,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2023-09-15,2024-12-10
Safe,user_2148,JavaJoint,Dining,None,Safety Score: 99.8%,Safe (Confidence 0.2%).,2023-07-31,2024-08-08
Safe,user_2148,QuickBite,Dining,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2023-07-12,2024-12-16
Safe,user_2148,ReadAddict,Shopping,None,Safety Score: 100.0%,Safe (Confidence 0.0%).,2023-07-07,2024-11-24
Safe,user_2148,TravelEasy,Transport,None,Safety Score: 100.0%,Safe (Confidence 0.0%).,2023-07-16,2024-12-08
Safe,user_2148,TrendSetter,Shopping,None,Safety Score: 100.0%,Safe (Confidence 0.0%).,2023-09-28,2024-12-24
Safe,user_2148,UrbanElectric,Utilities,None,Safety Score: 100.0%,Safe (Confidence 0.0%).,2023-08-15,2024-10-09
Safe,user_2153,BingeWatch,Entertainment,None,Safety Score: 99.9%,Safe (Confidence 0.1%).,2023-07-22,2024-12-26
Safe,user_2153,CellConnect,Utilities,None,Safety Score: 100.0%,Safe (Confidence 0.0%).,2023-09-14,2024-10-19
Safe,user_2148,CityRail,Transport,None,Safety Score: 99.2%,Safe (Confidence 0.8%).,2023-08-09,2024-09-06
Safe,user_2153,CityRail,Transport,None,Safety Score: 99.8%,Safe (Confidence 0.2%).,2023-09-24,2024-11-15
